map,rssi_med,BSSID,area,Y,X,channel
GHC7,-67.0,00:1a:1e:1e:c8:e0,-10.5!-5.5,-5.5,-10.5,6
GHC7,-65.0,00:1a:1e:1e:cf:80,-10.5!-5.5,-5.5,-10.5,11
GHC7,-57.0,00:1a:1e:1f:6c:90,-10.5!-5.5,-5.5,-10.5,149
GHC7,-63.0,00:1a:1e:1e:ca:f0,-10.5!-5.5,-5.5,-10.5,157
GHC7,-73.0,00:1a:1e:1e:db:40,-10.5!-5.5,-5.5,-10.5,6
GHC7,-77.0,00:1a:1e:1e:d6:90,-10.5!-5.5,-5.5,-10.5,153
GHC7,-69.0,00:1a:1e:1e:e7:b0,-10.5!-5.5,-5.5,-10.5,36
GHC7,-69.0,00:1a:1e:1f:99:30,-10.5!-5.5,-5.5,-10.5,149
GHC7,-79.0,00:1a:1e:1e:da:d0,-10.5!-5.5,-5.5,-10.5,165
GHC7,-69.0,00:1a:1e:1e:d2:40,-10.5!-5.5,-5.5,-10.5,11
GHC7,-75.0,00:1a:1e:1e:ea:40,-10.5!-5.5,-5.5,-10.5,1
GHC7,-83.0,00:1a:1e:1e:d8:50,-10.5!-5.5,-5.5,-10.5,157
GHC7,-89.0,00:1a:1e:1e:dd:90,-10.5!-5.5,-5.5,-10.5,44
GHC7,-55.0,00:1a:1e:1e:cf:90,-10.5!-5.5,-5.5,-10.5,165
GHC7,-59.0,00:1a:1e:1e:c8:f0,-10.5!-5.5,-5.5,-10.5,36
GHC7,-61.0,00:1a:1e:1f:6c:80,-10.5!-5.5,-5.5,-10.5,11
GHC7,-89.0,00:1a:1e:1e:cb:f0,-10.5!-5.5,-5.5,-10.5,48
GHC7,-71.0,00:1a:1e:1e:e9:90,-10.5!-5.5,-5.5,-10.5,153
GHC7,-83.0,00:1a:1e:1e:ef:10,-10.5!-5.5,-5.5,-10.5,157
GHC7,-89.0,00:1a:1e:1e:cb:d0,-10.5!-5.5,-5.5,-10.5,40
GHC7,-87.0,00:1a:1e:1f:9b:50,-10.5!-5.5,-5.5,-10.5,165
GHC7,-65.0,00:1a:1e:1e:ca:e0,-10.5!-5.5,-5.5,-10.5,1
GHC7,-77.0,00:1a:1e:1e:e7:a0,-10.5!-14.5,-14.5,-10.5,1
GHC7,-79.0,00:1a:1e:1e:d6:80,-10.5!-14.5,-14.5,-10.5,1
GHC7,-57.0,00:1a:1e:1e:db:50,-10.5!-14.5,-14.5,-10.5,153
GHC7,-81.0,00:1a:1e:1e:ca:b0,-10.5!-14.5,-14.5,-10.5,44
GHC7,-75.0,00:1a:1e:1f:99:20,-10.5!-14.5,-14.5,-10.5,6
GHC7,-55.0,00:1a:1e:1e:d2:50,-10.5!-14.5,-14.5,-10.5,161
GHC7,-73.0,00:1a:1e:1e:cc:50,-10.5!-14.5,-14.5,-10.5,165
GHC7,-85.0,00:1a:1e:1e:d9:f0,-10.5!-14.5,-14.5,-10.5,36
GHC7,-67.0,00:1a:1e:1e:c8:e0,-10.5!-14.5,-14.5,-10.5,6
GHC7,-61.0,00:1a:1e:1e:ea:50,-10.5!-14.5,-14.5,-10.5,44
GHC7,-79.0,00:1a:1e:1e:d1:30,-10.5!-14.5,-14.5,-10.5,149
GHC7,-71.0,00:1a:1e:1e:cf:80,-10.5!-14.5,-14.5,-10.5,11
GHC7,-55.0,00:1a:1e:1f:6c:90,-10.5!-14.5,-14.5,-10.5,149
GHC7,-63.0,00:1a:1e:1e:ca:f0,-10.5!-14.5,-14.5,-10.5,157
GHC7,-63.0,00:1a:1e:1e:db:40,-10.5!-14.5,-14.5,-10.5,6
GHC7,-77.0,00:1a:1e:1e:d6:90,-10.5!-14.5,-14.5,-10.5,153
GHC7,-75.0,00:1a:1e:1e:e7:b0,-10.5!-14.5,-14.5,-10.5,36
GHC7,-67.0,00:1a:1e:1f:99:30,-10.5!-14.5,-14.5,-10.5,149
GHC7,-83.0,00:1a:1e:1e:da:d0,-10.5!-14.5,-14.5,-10.5,165
GHC7,-67.0,00:1a:1e:1e:d2:40,-10.5!-14.5,-14.5,-10.5,11
GHC7,-71.0,00:1a:1e:1e:ea:40,-10.5!-14.5,-14.5,-10.5,1
GHC7,-83.0,00:1a:1e:1e:d8:50,-10.5!-14.5,-14.5,-10.5,157
GHC7,-89.0,00:1a:1e:1e:dd:90,-10.5!-14.5,-14.5,-10.5,44
GHC7,-57.0,00:1a:1e:1e:cf:90,-10.5!-14.5,-14.5,-10.5,165
GHC7,-61.0,00:1a:1e:1e:c8:f0,-10.5!-14.5,-14.5,-10.5,36
GHC7,-59.0,00:1a:1e:1f:6c:80,-10.5!-14.5,-14.5,-10.5,11
GHC7,-91.0,00:1a:1e:1e:cb:f0,-10.5!-14.5,-14.5,-10.5,48
GHC7,-75.0,00:1a:1e:1e:e9:90,-10.5!-14.5,-14.5,-10.5,153
GHC7,-89.0,00:1a:1e:1e:d3:d0,-10.5!-14.5,-14.5,-10.5,48
GHC7,-87.0,00:1a:1e:1f:9b:50,-10.5!-14.5,-14.5,-10.5,165
GHC7,-67.0,00:1a:1e:1e:ca:e0,-10.5!-14.5,-14.5,-10.5,1
GHC7,-81.0,00:1a:1e:1e:ef:60,-11.5!32.5,32.5,-11.5,1
GHC7,-75.0,00:1a:1e:1f:94:b0,-11.5!32.5,32.5,-11.5,153
GHC7,-81.0,00:1a:1e:1e:d6:50,-11.5!32.5,32.5,-11.5,165
GHC7,-73.0,00:1a:1e:1e:ea:30,-11.5!32.5,32.5,-11.5,165
GHC7,-85.0,00:1a:1e:1e:ea:70,-11.5!32.5,32.5,-11.5,149
GHC7,-79.0,00:1a:1e:1e:f0:00,-11.5!32.5,32.5,-11.5,11
GHC7,-45.0,00:1a:1e:1e:d6:20,-11.5!32.5,32.5,-11.5,1
GHC7,-55.0,00:1a:1e:1e:d2:f0,-11.5!32.5,32.5,-11.5,149
GHC7,-87.0,00:1a:1e:1e:e4:b0,-11.5!32.5,32.5,-11.5,149
GHC7,-69.0,00:1a:1e:1e:d9:50,-11.5!32.5,32.5,-11.5,157
GHC7,-77.0,00:1a:1e:1e:dd:b0,-11.5!32.5,32.5,-11.5,40
GHC7,-75.0,00:1a:1e:1e:ee:90,-11.5!32.5,32.5,-11.5,157
GHC7,-57.0,00:1a:1e:1e:cc:b0,-11.5!32.5,32.5,-11.5,48
GHC7,-85.0,00:1a:1e:1e:dc:30,-11.5!32.5,32.5,-11.5,165
GHC7,-69.0,00:1a:1e:1e:ef:70,-11.5!32.5,32.5,-11.5,165
GHC7,-65.0,00:1a:1e:1e:f0:10,-11.5!32.5,32.5,-11.5,44
GHC7,-45.0,00:1a:1e:1e:d6:30,-11.5!32.5,32.5,-11.5,161
GHC7,-79.0,00:1a:1e:1e:e3:e0,-11.5!32.5,32.5,-11.5,1
GHC7,-71.0,00:1a:1e:1e:e3:f0,-11.5!32.5,32.5,-11.5,36
GHC7,-73.0,00:1a:1e:1e:d9:40,-11.5!32.5,32.5,-11.5,11
GHC7,-65.0,00:1a:1e:1e:d2:e0,-11.5!32.5,32.5,-11.5,6
GHC7,-87.0,00:1a:1e:1e:db:90,-11.5!32.5,32.5,-11.5,36
GHC7,-75.0,00:1a:1e:1e:cc:a0,-11.5!32.5,32.5,-11.5,1
GHC7,-89.0,00:1a:1e:1e:d1:b0,-11.5!32.5,32.5,-11.5,165
GHC7,-71.0,00:1a:1e:1e:c8:e0,-10.5!-7.5,-7.5,-10.5,6
GHC7,-71.0,00:1a:1e:1e:e7:a0,-10.5!-7.5,-7.5,-10.5,1
GHC7,-67.0,00:1a:1e:1e:db:40,-10.5!-7.5,-7.5,-10.5,6
GHC7,-69.0,00:1a:1e:1e:cf:80,-10.5!-7.5,-7.5,-10.5,11
GHC7,-65.0,00:1a:1e:1f:6c:80,-10.5!-7.5,-7.5,-10.5,11
GHC7,-71.0,00:1a:1e:1f:99:20,-10.5!-7.5,-7.5,-10.5,6
GHC7,-69.0,00:1a:1e:1e:d2:40,-10.5!-7.5,-7.5,-10.5,11
GHC7,-69.0,00:1a:1e:1e:ca:e0,-10.5!-7.5,-7.5,-10.5,1
GHC7,-75.0,00:1a:1e:1e:ea:40,-10.5!-7.5,-7.5,-10.5,1
GHC7,-71.0,00:1a:1e:1e:cb:30,-0.5!-26.5,-26.5,-0.5,149
GHC7,-71.0,00:1a:1e:1e:dd:f0,-0.5!-26.5,-26.5,-0.5,153
GHC7,-55.0,00:1a:1e:1e:dd:b0,14.5!48.5,48.5,14.5,40
GHC7,-55.0,00:1a:1e:1e:d6:50,14.5!48.5,48.5,14.5,165
GHC7,-63.0,00:1a:1e:1e:db:90,14.5!48.5,48.5,14.5,36
GHC7,-71.0,00:1a:1e:1e:cc:b0,14.5!48.5,48.5,14.5,48
GHC7,-85.0,00:1a:1e:1e:e4:90,14.5!48.5,48.5,14.5,48
GHC7,-87.0,00:1a:1e:1e:f0:10,14.5!48.5,48.5,14.5,44
GHC7,-79.0,00:1a:1e:1e:ef:30,14.5!48.5,48.5,14.5,44
GHC7,-77.0,00:1a:1e:1e:d1:b0,14.5!48.5,48.5,14.5,165
GHC7,-75.0,00:1a:1e:1e:d6:30,14.5!48.5,48.5,14.5,161
GHC7,-79.0,00:1a:1e:1e:cd:30,-1.5!-46.5,-46.5,-1.5,36
GHC7,-71.0,00:1a:1e:1e:e6:f0,-1.5!-46.5,-46.5,-1.5,165
GHC7,-87.0,00:1a:1e:1e:d1:30,-1.5!-46.5,-46.5,-1.5,149
GHC7,-59.0,00:1a:1e:1e:d9:f0,-1.5!-46.5,-46.5,-1.5,36
GHC7,-73.0,00:1a:1e:1e:d7:90,-1.5!-46.5,-46.5,-1.5,149
GHC7,-87.0,00:1a:1e:1e:ca:b0,-1.5!-46.5,-46.5,-1.5,44
GHC7,-83.0,00:1a:1e:1e:da:d0,-1.5!-46.5,-46.5,-1.5,165
GHC7,-83.0,00:1a:1e:1e:cb:30,-1.5!-46.5,-46.5,-1.5,149
GHC7,-77.0,00:1a:1e:1e:dd:f0,-1.5!-46.5,-46.5,-1.5,153
GHC7,-41.0,00:1a:1e:1e:d3:d0,-1.5!-46.5,-46.5,-1.5,48
GHC7,-85.0,00:1a:1e:1e:d6:f0,-1.5!-46.5,-46.5,-1.5,165
GHC7,-69.0,00:1a:1e:1e:ea:50,-1.5!-46.5,-46.5,-1.5,44
GHC7,-89.0,00:1a:1e:1e:f0:70,-1.5!-46.5,-46.5,-1.5,157
GHC7,-83.0,00:1a:1e:1e:dc:30,-4.5!44.5,44.5,-4.5,165
GHC7,-81.0,00:1a:1e:1e:dd:a0,-4.5!44.5,44.5,-4.5,6
GHC7,-79.0,00:1a:1e:1e:ef:70,-4.5!44.5,44.5,-4.5,165
GHC7,-47.0,00:1a:1e:1e:d9:50,-4.5!44.5,44.5,-4.5,157
GHC7,-55.0,00:1a:1e:1e:d9:40,-4.5!44.5,44.5,-4.5,11
GHC7,-65.0,00:1a:1e:1e:dd:b0,-4.5!44.5,44.5,-4.5,40
GHC7,-77.0,00:1a:1e:1e:d2:e0,-4.5!44.5,44.5,-4.5,6
GHC7,-67.0,00:1a:1e:1e:d6:50,-4.5!44.5,44.5,-4.5,165
GHC7,-73.0,00:1a:1e:1e:ea:30,-4.5!44.5,44.5,-4.5,165
GHC7,-85.0,00:1a:1e:1e:ee:90,-4.5!44.5,44.5,-4.5,157
GHC7,-77.0,00:1a:1e:1e:cc:b0,-4.5!44.5,44.5,-4.5,48
GHC7,-81.0,00:1a:1e:1e:db:90,-4.5!44.5,44.5,-4.5,36
GHC7,-87.0,00:1a:1e:1e:ea:70,-4.5!44.5,44.5,-4.5,149
GHC7,-89.0,00:1a:1e:1e:e4:b0,-4.5!44.5,44.5,-4.5,149
GHC7,-77.0,00:1a:1e:1e:f0:10,-4.5!44.5,44.5,-4.5,44
GHC7,-67.0,00:1a:1e:1e:d6:20,-4.5!44.5,44.5,-4.5,1
GHC7,-57.0,00:1a:1e:1e:d6:30,-4.5!44.5,44.5,-4.5,161
GHC7,-55.0,00:1a:1e:1e:d2:f0,-4.5!44.5,44.5,-4.5,149
GHC7,-75.0,00:1a:1e:1e:e7:a0,20.5!1.5,1.5,20.5,1
GHC7,-55.0,00:1a:1e:1e:da:c0,20.5!1.5,1.5,20.5,6
GHC7,-79.0,00:1a:1e:1e:eb:10,20.5!1.5,1.5,20.5,165
GHC7,-93.0,00:1a:1e:1e:dd:b0,20.5!1.5,1.5,20.5,40
GHC7,-51.0,00:1a:1e:1e:d1:30,20.5!1.5,1.5,20.5,149
GHC7,-87.0,00:1a:1e:1e:cc:b0,20.5!1.5,1.5,20.5,48
GHC7,-67.0,00:1a:1e:1e:e4:d0,20.5!1.5,1.5,20.5,36
GHC7,-77.0,00:1a:1e:1e:e5:30,20.5!1.5,1.5,20.5,36
GHC7,-87.0,00:1a:1e:1e:e2:70,20.5!1.5,1.5,20.5,157
GHC7,-63.0,00:1a:1e:1e:d1:20,20.5!1.5,1.5,20.5,11
GHC7,-75.0,00:1a:1e:1e:e7:b0,20.5!1.5,1.5,20.5,36
GHC7,-83.0,00:1a:1e:1f:99:30,20.5!1.5,1.5,20.5,149
GHC7,-41.0,00:1a:1e:1e:da:d0,20.5!1.5,1.5,20.5,165
GHC7,-91.0,00:1a:1e:1e:f0:70,20.5!1.5,1.5,20.5,157
GHC7,-81.0,00:1a:1e:1e:d8:50,20.5!1.5,1.5,20.5,157
GHC7,-73.0,00:1a:1e:1e:dd:90,20.5!1.5,1.5,20.5,44
GHC7,-81.0,00:1a:1e:1e:cf:90,20.5!1.5,1.5,20.5,165
GHC7,-89.0,00:1a:1e:1f:98:50,20.5!1.5,1.5,20.5,44
GHC7,-75.0,00:1a:1e:1e:cb:f0,20.5!1.5,1.5,20.5,48
GHC7,-85.0,00:1a:1e:1e:e9:90,20.5!1.5,1.5,20.5,153
GHC7,-81.0,00:1a:1e:1e:ef:10,20.5!1.5,1.5,20.5,157
GHC7,-89.0,00:1a:1e:1e:d3:d0,20.5!1.5,1.5,20.5,48
GHC7,-79.0,00:1a:1e:1e:e7:a0,19.5!-0.5,-0.5,19.5,1
GHC7,-55.0,00:1a:1e:1e:da:c0,19.5!-0.5,-0.5,19.5,6
GHC7,-89.0,00:1a:1e:1e:db:50,19.5!-0.5,-0.5,19.5,153
GHC7,-77.0,00:1a:1e:1e:eb:10,19.5!-0.5,-0.5,19.5,165
GHC7,-75.0,00:1a:1e:1e:c9:50,19.5!-0.5,-0.5,19.5,153
GHC7,-87.0,00:1a:1e:1e:cc:50,19.5!-0.5,-0.5,19.5,165
GHC7,-79.0,00:1a:1e:1e:ea:50,19.5!-0.5,-0.5,19.5,44
GHC7,-81.0,00:1a:1e:1e:e5:20,19.5!-0.5,-0.5,19.5,11
GHC7,-89.0,00:1a:1e:1e:dd:b0,19.5!-0.5,-0.5,19.5,40
GHC7,-53.0,00:1a:1e:1e:d1:30,19.5!-0.5,-0.5,19.5,149
GHC7,-89.0,00:1a:1e:1e:cc:b0,19.5!-0.5,-0.5,19.5,48
GHC7,-79.0,00:1a:1e:1e:cb:e0,19.5!-0.5,-0.5,19.5,11
GHC7,-67.0,00:1a:1e:1e:e4:d0,19.5!-0.5,-0.5,19.5,36
GHC7,-77.0,00:1a:1e:1e:e5:30,19.5!-0.5,-0.5,19.5,36
GHC7,-87.0,00:1a:1e:1e:e2:70,19.5!-0.5,-0.5,19.5,157
GHC7,-63.0,00:1a:1e:1e:d1:20,19.5!-0.5,-0.5,19.5,11
GHC7,-75.0,00:1a:1e:1e:e7:b0,19.5!-0.5,-0.5,19.5,36
GHC7,-83.0,00:1a:1e:1f:99:30,19.5!-0.5,-0.5,19.5,149
GHC7,-43.0,00:1a:1e:1e:da:d0,19.5!-0.5,-0.5,19.5,165
GHC7,-79.0,00:1a:1e:1e:c9:40,19.5!-0.5,-0.5,19.5,6
GHC7,-85.0,00:1a:1e:1e:ea:40,19.5!-0.5,-0.5,19.5,1
GHC7,-89.0,00:1a:1e:1e:f0:70,19.5!-0.5,-0.5,19.5,157
GHC7,-73.0,00:1a:1e:1e:e4:c0,19.5!-0.5,-0.5,19.5,1
GHC7,-81.0,00:1a:1e:1e:d8:50,19.5!-0.5,-0.5,19.5,157
GHC7,-69.0,00:1a:1e:1e:dd:90,19.5!-0.5,-0.5,19.5,44
GHC7,-83.0,00:1a:1e:1e:cf:90,19.5!-0.5,-0.5,19.5,165
GHC7,-89.0,00:1a:1e:1f:98:50,19.5!-0.5,-0.5,19.5,44
GHC7,-75.0,00:1a:1e:1e:cb:f0,19.5!-0.5,-0.5,19.5,48
GHC7,-79.0,00:1a:1e:1e:ef:10,19.5!-0.5,-0.5,19.5,157
GHC7,-87.0,00:1a:1e:1e:cb:d0,19.5!-0.5,-0.5,19.5,40
GHC7,-77.0,00:1a:1e:1e:d1:30,-6.5!-15.5,-15.5,-6.5,149
GHC7,-53.0,00:1a:1e:1e:db:50,-6.5!-15.5,-15.5,-6.5,153
GHC7,-77.0,00:1a:1e:1e:cc:50,-6.5!-15.5,-15.5,-6.5,165
GHC7,-61.0,00:1a:1e:1e:d2:50,-6.5!-15.5,-15.5,-6.5,161
GHC7,-81.0,00:1a:1e:1e:d9:f0,-6.5!-15.5,-15.5,-6.5,36
GHC7,-75.0,00:1a:1e:1e:c8:e0,-6.5!-15.5,-15.5,-6.5,6
GHC7,-55.0,00:1a:1e:1e:ea:50,-6.5!-15.5,-15.5,-6.5,44
GHC7,-65.0,00:1a:1e:1f:6c:90,-6.5!-15.5,-15.5,-6.5,149
GHC7,-75.0,00:1a:1e:1e:ca:f0,-6.5!-15.5,-15.5,-6.5,157
GHC7,-57.0,00:1a:1e:1e:db:40,-6.5!-15.5,-15.5,-6.5,6
GHC7,-79.0,00:1a:1e:1e:e7:b0,-6.5!-15.5,-15.5,-6.5,36
GHC7,-73.0,00:1a:1e:1f:99:30,-6.5!-15.5,-15.5,-6.5,149
GHC7,-83.0,00:1a:1e:1e:da:d0,-6.5!-15.5,-15.5,-6.5,165
GHC7,-73.0,00:1a:1e:1e:d2:40,-6.5!-15.5,-15.5,-6.5,11
GHC7,-57.0,00:1a:1e:1e:ea:40,-6.5!-15.5,-15.5,-6.5,1
GHC7,-91.0,00:1a:1e:1e:f0:70,-6.5!-15.5,-15.5,-6.5,157
GHC7,-83.0,00:1a:1e:1e:d8:50,-6.5!-15.5,-15.5,-6.5,157
GHC7,-89.0,00:1a:1e:1e:dd:90,-6.5!-15.5,-15.5,-6.5,44
GHC7,-63.0,00:1a:1e:1e:cf:90,-6.5!-15.5,-15.5,-6.5,165
GHC7,-73.0,00:1a:1e:1e:c8:f0,-6.5!-15.5,-15.5,-6.5,36
GHC7,-71.0,00:1a:1e:1f:6c:80,-6.5!-15.5,-15.5,-6.5,11
GHC7,-81.0,00:1a:1e:1e:e9:90,-6.5!-15.5,-15.5,-6.5,153
GHC7,-87.0,00:1a:1e:1e:d3:d0,-6.5!-15.5,-15.5,-6.5,48
GHC7,-79.0,00:1a:1e:1e:ca:e0,-6.5!-15.5,-15.5,-6.5,1
GHC7,-57.0,00:1a:1e:1e:cc:b0,10.5!21.5,21.5,10.5,48
GHC7,-89.0,00:1a:1e:1e:cb:f0,10.5!21.5,21.5,10.5,48
GHC7,-69.0,00:1a:1e:1f:94:b0,19.5!50.5,50.5,19.5,153
GHC7,-89.0,00:1a:1e:1e:ea:30,19.5!50.5,50.5,19.5,165
GHC7,-75.0,00:1a:1e:1e:ea:70,19.5!50.5,50.5,19.5,149
GHC7,-59.0,00:1a:1e:1e:d2:f0,19.5!50.5,50.5,19.5,149
GHC7,-59.0,00:1a:1e:1e:d9:50,19.5!50.5,50.5,19.5,157
GHC7,-63.0,00:1a:1e:1e:dd:b0,19.5!50.5,50.5,19.5,40
GHC7,-51.0,00:1a:1e:1e:d6:50,19.5!50.5,50.5,19.5,165
GHC7,-79.0,00:1a:1e:1e:cc:b0,19.5!50.5,50.5,19.5,48
GHC7,-77.0,00:1a:1e:1e:ef:40,19.5!50.5,50.5,19.5,1
GHC7,-83.0,00:1a:1e:1e:dc:30,19.5!50.5,50.5,19.5,165
GHC7,-73.0,00:1a:1e:1f:94:a0,19.5!50.5,50.5,19.5,6
GHC7,-81.0,00:1a:1e:1e:ea:60,19.5!50.5,50.5,19.5,11
GHC7,-87.0,00:1a:1e:1e:f0:10,19.5!50.5,50.5,19.5,44
GHC7,-77.0,00:1a:1e:1e:d6:30,19.5!50.5,50.5,19.5,161
GHC7,-75.0,00:1a:1e:1e:dd:a0,19.5!50.5,50.5,19.5,6
GHC7,-89.0,00:1a:1e:1e:e3:f0,19.5!50.5,50.5,19.5,36
GHC7,-69.0,00:1a:1e:1e:d9:40,19.5!50.5,50.5,19.5,11
GHC7,-77.0,00:1a:1e:1e:d2:e0,19.5!50.5,50.5,19.5,6
GHC7,-55.0,00:1a:1e:1e:d6:40,19.5!50.5,50.5,19.5,1
GHC7,-61.0,00:1a:1e:1e:db:90,19.5!50.5,50.5,19.5,36
GHC7,-79.0,00:1a:1e:1e:e4:90,19.5!50.5,50.5,19.5,48
GHC7,-73.0,00:1a:1e:1e:ef:30,19.5!50.5,50.5,19.5,44
GHC7,-75.0,00:1a:1e:1e:d1:b0,19.5!50.5,50.5,19.5,165
GHC7,-73.0,00:1a:1e:1e:ef:50,19.5!50.5,50.5,19.5,157
GHC7,-83.0,00:1a:1e:1e:dc:30,5.5!46.5,46.5,5.5,165
GHC7,-73.0,00:1a:1e:1e:dd:a0,5.5!46.5,46.5,5.5,6
GHC7,-87.0,00:1a:1e:1e:ef:70,5.5!46.5,46.5,5.5,165
GHC7,-49.0,00:1a:1e:1e:d9:50,5.5!46.5,46.5,5.5,157
GHC7,-49.0,00:1a:1e:1e:d9:40,5.5!46.5,46.5,5.5,11
GHC7,-57.0,00:1a:1e:1e:dd:b0,5.5!46.5,46.5,5.5,40
GHC7,-77.0,00:1a:1e:1e:d2:e0,5.5!46.5,46.5,5.5,6
GHC7,-81.0,00:1a:1e:1e:db:90,5.5!46.5,46.5,5.5,36
GHC7,-79.0,00:1a:1e:1e:ea:30,5.5!46.5,46.5,5.5,165
GHC7,-73.0,00:1a:1e:1e:d6:40,5.5!46.5,46.5,5.5,1
GHC7,-63.0,00:1a:1e:1e:d6:50,5.5!46.5,46.5,5.5,165
GHC7,-75.0,00:1a:1e:1e:cc:b0,5.5!46.5,46.5,5.5,48
GHC7,-89.0,00:1a:1e:1e:e4:90,5.5!46.5,46.5,5.5,48
GHC7,-83.0,00:1a:1e:1e:f0:10,5.5!46.5,46.5,5.5,44
GHC7,-89.0,00:1a:1e:1e:e3:f0,5.5!46.5,46.5,5.5,36
GHC7,-89.0,00:1a:1e:1e:ef:30,5.5!46.5,46.5,5.5,44
GHC7,-85.0,00:1a:1e:1e:d1:b0,5.5!46.5,46.5,5.5,165
GHC7,-77.0,00:1a:1e:1e:d6:20,5.5!46.5,46.5,5.5,1
GHC7,-67.0,00:1a:1e:1e:d6:30,5.5!46.5,46.5,5.5,161
GHC7,-83.0,00:1a:1e:1f:94:b0,5.5!46.5,46.5,5.5,153
GHC7,-75.0,00:1a:1e:1f:94:b0,11.5!45.5,45.5,11.5,153
GHC7,-83.0,00:1a:1e:1e:ea:30,11.5!45.5,45.5,11.5,165
GHC7,-77.0,00:1a:1e:1e:ea:70,11.5!45.5,45.5,11.5,149
GHC7,-71.0,00:1a:1e:1e:d2:f0,11.5!45.5,45.5,11.5,149
GHC7,-61.0,00:1a:1e:1e:d9:50,11.5!45.5,45.5,11.5,157
GHC7,-45.0,00:1a:1e:1e:dd:b0,11.5!45.5,45.5,11.5,40
GHC7,-77.0,00:1a:1e:1e:db:80,11.5!45.5,45.5,11.5,1
GHC7,-55.0,00:1a:1e:1e:d6:50,11.5!45.5,45.5,11.5,165
GHC7,-65.0,00:1a:1e:1e:cc:b0,11.5!45.5,45.5,11.5,48
GHC7,-83.0,00:1a:1e:1e:ef:40,11.5!45.5,45.5,11.5,1
GHC7,-85.0,00:1a:1e:1e:dc:30,11.5!45.5,45.5,11.5,165
GHC7,-85.0,00:1a:1e:1e:da:d0,11.5!45.5,45.5,11.5,165
GHC7,-81.0,00:1a:1e:1e:d6:30,11.5!45.5,45.5,11.5,161
GHC7,-59.0,00:1a:1e:1e:dd:a0,11.5!45.5,45.5,11.5,6
GHC7,-67.0,00:1a:1e:1e:d9:40,11.5!45.5,45.5,11.5,11
GHC7,-63.0,00:1a:1e:1e:d6:40,11.5!45.5,45.5,11.5,1
GHC7,-61.0,00:1a:1e:1e:db:90,11.5!45.5,45.5,11.5,36
GHC7,-85.0,00:1a:1e:1e:e4:90,11.5!45.5,45.5,11.5,48
GHC7,-75.0,00:1a:1e:1e:cc:a0,11.5!45.5,45.5,11.5,1
GHC7,-79.0,00:1a:1e:1e:ef:30,11.5!45.5,45.5,11.5,44
GHC7,-79.0,00:1a:1e:1e:d1:b0,11.5!45.5,45.5,11.5,165
GHC7,-75.0,00:1a:1e:1e:ef:50,11.5!45.5,45.5,11.5,157
GHC7,-73.0,00:1a:1e:1e:d8:50,-10.5!-1.5,-1.5,-10.5,157
GHC7,-77.0,00:1a:1e:1e:ca:b0,-10.5!-1.5,-1.5,-10.5,44
GHC7,-87.0,00:1a:1e:1f:9b:50,-10.5!-1.5,-1.5,-10.5,165
GHC7,-89.0,00:1a:1e:1e:d1:30,-10.5!-1.5,-1.5,-10.5,149
GHC7,-63.0,00:1a:1e:1e:db:50,-10.5!-1.5,-1.5,-10.5,153
GHC7,-59.0,00:1a:1e:1e:c8:f0,-10.5!-1.5,-1.5,-10.5,36
GHC7,-65.0,00:1a:1e:1e:e7:b0,-10.5!-1.5,-1.5,-10.5,36
GHC7,-53.0,00:1a:1e:1e:cf:90,-10.5!-1.5,-1.5,-10.5,165
GHC7,-67.0,00:1a:1e:1e:cf:80,-10.5!-1.5,-1.5,-10.5,11
GHC7,-65.0,00:1a:1e:1f:6c:80,-10.5!-1.5,-1.5,-10.5,11
GHC7,-77.0,00:1a:1e:1e:da:d0,-10.5!-1.5,-1.5,-10.5,165
GHC7,-61.0,00:1a:1e:1f:99:30,-10.5!-1.5,-1.5,-10.5,149
GHC7,-71.0,00:1a:1e:1e:e9:90,-10.5!-1.5,-1.5,-10.5,153
GHC7,-75.0,00:1a:1e:1e:d6:90,-10.5!-1.5,-1.5,-10.5,153
GHC7,-63.0,00:1a:1e:1f:6c:90,-10.5!-1.5,-1.5,-10.5,149
GHC7,-89.0,00:1a:1e:1e:cb:f0,-10.5!-1.5,-1.5,-10.5,48
GHC7,-57.0,00:1a:1e:1e:d2:50,-10.5!-1.5,-1.5,-10.5,161
GHC7,-67.0,00:1a:1e:1e:d2:40,-10.5!-1.5,-1.5,-10.5,11
GHC7,-77.0,00:1a:1e:1e:cc:50,-10.5!-1.5,-1.5,-10.5,165
GHC7,-71.0,00:1a:1e:1e:ea:50,-10.5!-1.5,-1.5,-10.5,44
GHC7,-65.0,00:1a:1e:1e:ca:f0,-10.5!-1.5,-1.5,-10.5,157
GHC7,-51.0,00:1a:1e:1e:d3:c0,-1.5!-44.5,-44.5,-1.5,6
GHC7,-81.0,00:1a:1e:1e:cd:30,-1.5!-44.5,-44.5,-1.5,36
GHC7,-67.0,00:1a:1e:1e:e6:f0,-1.5!-44.5,-44.5,-1.5,165
GHC7,-83.0,00:1a:1e:1e:d1:30,-1.5!-44.5,-44.5,-1.5,149
GHC7,-87.0,00:1a:1e:1e:d6:90,-1.5!-44.5,-44.5,-1.5,153
GHC7,-69.0,00:1a:1e:1e:ea:50,-1.5!-44.5,-44.5,-1.5,44
GHC7,-75.0,00:1a:1e:1e:d7:90,-1.5!-44.5,-44.5,-1.5,149
